Timestamp,Jenis Error,Pesan Error,User ID,Versi Aplikasi,Lokasi,Platform,Severity Level,Browser/User Agent,Sistem Operasi,Response Time (ms),Network Latency (ms),CPU Usage (%)
2024-01-07 07:55:40,Connection Error,Null pointer access,user73,v2.0,Jakarta,Android,Debug,Safari 16,macOS 13,3232,115,19
2024-01-07 08:40:21,Connection Error,Failed to connect to database,user42,v1.0,Bandung,Web,Error,Firefox 108,Android 13,1415,101,89
2024-01-07 09:25:02,IOException,Resource not found,user37,v1.1,Makassar,Android,Info,Chrome 110,Android 13,4584,161,75
2024-01-07 10:09:43,Connection Error,I/O error occurred,user29,v1.0,Bandung,Android,Warning,Firefox 108,iOS 16,1410,195,90
2024-01-07 10:54:24,NullPointerException,Invalid input format,user16,v1.0,Bandung,iOS,Debug,Firefox 108,iOS 16,2681,59,34
2024-01-07 11:39:05,NullPointerException,Resource not found,user30,v2.0,Surabaya,Web,Info,Firefox 108,macOS 13,2531,160,27
2024-01-07 12:23:47,IOException,Null pointer access,user29,v1.2,Makassar,iOS,Warning,Chrome 110,macOS 13,4350,128,39
2024-01-07 13:08:28,Connection Error,Failed to connect to database,user20,v1.1,Medan,iOS,Warning,Firefox 108,Android 13,3880,191,79
2024-01-07 13:53:09,Connection Error,Resource not found,user99,v1.2,Bandung,iOS,Warning,Chrome 110,macOS 13,2822,39,68
2024-01-07 14:37:50,ResourceNotFoundException,Failed to connect to database,user70,v1.1,Jakarta,Android,Debug,Chrome 110,Windows 10,4651,47,47
2024-01-07 15:22:31,NullPointerException,Invalid input format,user82,v1.1,Medan,Android,Fatal,Safari 16,macOS 13,4403,188,54
2024-01-07 16:07:12,InvalidInputException,Resource not found,user73,v1.0,Surabaya,iOS,Critical,Chrome 110,macOS 13,3024,134,61
2024-01-07 16:51:53,ResourceNotFoundException,Resource not found,user34,v1.0,Bandung,Web,Info,Safari 16,Windows 10,1156,83,42
2024-01-07 17:36:34,ResourceNotFoundException,I/O error occurred,user92,v2.0,Jakarta,iOS,Debug,Safari 16,iOS 16,587,74,63
2024-01-07 18:21:15,NullPointerException,Failed to connect to database,user3,v2.0,Surabaya,Web,Critical,Chrome 110,Android 13,3695,135,37
2024-01-07 19:05:56,InvalidInputException,Resource not found,user79,v1.0,Surabaya,Android,Info,Safari 16,Android 13,2575,191,13
2024-01-07 19:50:37,ResourceNotFoundException,Invalid input format,user49,v1.2,Bandung,Web,Info,Chrome 110,Linux,1539,115,25
2024-01-07 20:35:18,InvalidInputException,Timeout while processing request,user44,v1.0,Medan,Web,Warning,Edge 109,Windows 10,3320,199,65
2024-01-07 21:20:00,Connection Error,Timeout while processing request,user9,v1.1,Surabaya,Android,Warning,Chrome 110,Android 13,1348,181,63
2024-01-07 22:04:41,InvalidInputException,Failed to connect to database,user44,v1.2,Medan,iOS,Critical,Firefox 108,Windows 10,1548,29,81
2024-01-07 22:49:22,InvalidInputException,Null pointer access,user92,v1.1,Surabaya,Android,Debug,Chrome 110,Linux,2190,173,21
2024-01-07 23:34:03,Connection Error,Timeout while processing request,user96,v1.1,Surabaya,iOS,Info,Chrome 110,Windows 10,4572,29,86
2024-01-08 00:18:44,InvalidInputException,I/O error occurred,user47,v1.0,Bandung,iOS,Debug,Chrome 110,Windows 10,1277,44,29
2024-01-08 01:03:25,Connection Error,Timeout while processing request,user58,v1.0,Medan,Android,Warning,Safari 16,Android 13,2846,73,57
2024-01-08 01:48:06,NullPointerException,Invalid input format,user78,v2.0,Medan,Web,Warning,Chrome 110,Windows 10,1240,169,63
2024-01-08 02:32:47,NullPointerException,Invalid input format,user4,v2.0,Medan,Android,Fatal,Firefox 108,Windows 10,2040,49,88
2024-01-08 03:17:28,InvalidInputException,I/O error occurred,user14,v1.0,Medan,Android,Warning,Firefox 108,macOS 13,4118,193,95
2024-01-08 04:02:09,NullPointerException,I/O error occurred,user61,v1.1,Medan,Android,Info,Firefox 108,Windows 10,3015,65,75
2024-01-08 04:46:50,InvalidInputException,Resource not found,user71,v2.0,Medan,Web,Info,Chrome 110,iOS 16,811,120,94
2024-01-08 05:31:31,NullPointerException,Null pointer access,user22,v1.0,Medan,Web,Debug,Edge 109,Android 13,2065,67,79
2024-01-08 06:16:12,IOException,I/O error occurred,user89,v1.2,Bandung,iOS,Critical,Edge 109,Linux,3141,85,20
2024-01-08 07:00:54,Timeout Exception,Null pointer access,user65,v1.1,Makassar,Android,Error,Safari 16,iOS 16,4284,133,59
2024-01-08 07:45:35,ResourceNotFoundException,Resource not found,user61,v1.0,Jakarta,Web,Fatal,Firefox 108,Windows 10,4812,118,39
2024-01-08 08:30:16,NullPointerException,Failed to connect to database,user17,v1.1,Makassar,iOS,Debug,Chrome 110,Android 13,3260,155,42
2024-01-08 09:14:57,Connection Error,Null pointer access,user68,v1.1,Medan,Android,Error,Chrome 110,macOS 13,4303,107,49
2024-01-08 09:59:38,Timeout Exception,Resource not found,user20,v1.2,Jakarta,Web,Critical,Safari 16,macOS 13,3712,10,55
2024-01-08 10:44:19,Connection Error,Failed to connect to database,user71,v2.0,Surabaya,Web,Error,Chrome 110,Linux,940,181,40
2024-01-08 11:29:00,InvalidInputException,Resource not found,user78,v1.0,Surabaya,Web,Critical,Firefox 108,Windows 10,4493,185,56
2024-01-08 12:13:41,NullPointerException,Failed to connect to database,user91,v1.1,Jakarta,Web,Warning,Safari 16,iOS 16,3529,195,44
2024-01-08 12:58:22,NullPointerException,I/O error occurred,user30,v1.1,Bandung,iOS,Debug,Safari 16,Windows 10,1078,56,42
2024-01-08 13:43:03,NullPointerException,I/O error occurred,user7,v1.1,Bandung,Android,Critical,Firefox 108,macOS 13,1294,187,73
2024-01-08 14:27:44,ResourceNotFoundException,Timeout while processing request,user85,v1.2,Jakarta,Android,Warning,Chrome 110,macOS 13,450,169,97
2024-01-08 15:12:25,IOException,Timeout while processing request,user98,v1.0,Surabaya,Web,Fatal,Chrome 110,Windows 10,2560,13,35
2024-01-08 15:57:07,Timeout Exception,Resource not found,user69,v1.2,Bandung,Web,Warning,Chrome 110,macOS 13,3533,18,82
2024-01-08 16:41:48,Connection Error,Invalid input format,user92,v1.1,Makassar,Web,Debug,Chrome 110,Windows 10,3296,88,43
2024-01-08 17:26:29,InvalidInputException,Invalid input format,user52,v1.0,Makassar,Web,Error,Edge 109,Android 13,3660,109,66
2024-01-08 18:11:10,InvalidInputException,Invalid input format,user25,v1.0,Medan,Android,Debug,Chrome 110,Windows 10,4923,47,34
2024-01-08 18:55:51,Connection Error,Timeout while processing request,user26,v1.2,Surabaya,iOS,Info,Safari 16,Android 13,2466,196,46
2024-01-08 19:40:32,NullPointerException,Invalid input format,user16,v2.0,Surabaya,Web,Debug,Firefox 108,Windows 10,3349,25,52
2024-01-08 20:25:13,ResourceNotFoundException,Failed to connect to database,user74,v1.2,Jakarta,Android,Error,Firefox 108,macOS 13,4036,147,32
2024-01-08 21:09:54,NullPointerException,Timeout while processing request,user40,v2.0,Makassar,Android,Info,Firefox 108,iOS 16,541,32,49
2024-01-08 21:54:35,NullPointerException,Invalid input format,user93,v1.1,Medan,Web,Fatal,Firefox 108,iOS 16,4940,62,66
2024-01-08 22:39:16,NullPointerException,Resource not found,user43,v2.0,Makassar,Android,Critical,Chrome 110,iOS 16,3525,70,26
2024-01-08 23:23:57,InvalidInputException,Null pointer access,user77,v2.0,Surabaya,Android,Debug,Firefox 108,Android 13,415,133,77
2024-01-09 00:08:38,InvalidInputException,I/O error occurred,user16,v1.2,Surabaya,Web,Error,Safari 16,macOS 13,4505,174,66
2024-01-09 00:53:20,NullPointerException,Failed to connect to database,user68,v1.2,Jakarta,Web,Info,Chrome 110,Windows 10,2116,161,48
2024-01-09 01:38:01,ResourceNotFoundException,I/O error occurred,user1,v1.1,Medan,Android,Debug,Firefox 108,Windows 10,3237,143,47
2024-01-09 02:22:42,InvalidInputException,Resource not found,user19,v1.2,Makassar,iOS,Info,Firefox 108,Windows 10,2791,91,36
2024-01-09 03:07:23,InvalidInputException,Null pointer access,user22,v1.2,Bandung,iOS,Debug,Chrome 110,Android 13,3051,44,69
2024-01-09 03:52:04,ResourceNotFoundException,Failed to connect to database,user31,v1.0,Makassar,iOS,Error,Chrome 110,Android 13,3221,124,25
2024-01-09 04:36:45,Connection Error,Failed to connect to database,user63,v1.1,Jakarta,iOS,Debug,Chrome 110,Linux,3034,137,63
2024-01-09 05:21:26,NullPointerException,Failed to connect to database,user33,v1.0,Surabaya,iOS,Critical,Edge 109,Windows 10,2188,67,28
2024-01-09 06:06:07,Connection Error,Invalid input format,user100,v2.0,Jakarta,iOS,Warning,Chrome 110,Windows 10,3093,130,16
2024-01-09 06:50:48,Connection Error,Invalid input format,user20,v1.1,Bandung,iOS,Error,Firefox 108,Windows 10,4265,148,59
2024-01-09 07:35:29,Connection Error,Invalid input format,user42,v1.0,Jakarta,iOS,Fatal,Firefox 108,Android 13,764,35,78
2024-01-09 08:20:10,Connection Error,Timeout while processing request,user19,v1.2,Medan,Web,Fatal,Firefox 108,Linux,1239,188,27
2024-01-09 09:04:51,Connection Error,Invalid input format,user3,v1.1,Bandung,Android,Error,Chrome 110,Android 13,4868,120,13
2024-01-09 09:49:32,Connection Error,Invalid input format,user29,v1.0,Bandung,iOS,Fatal,Chrome 110,Windows 10,4374,61,60
2024-01-09 10:34:14,ResourceNotFoundException,Resource not found,user80,v1.1,Jakarta,Android,Info,Chrome 110,Android 13,3638,69,53
2024-01-09 11:18:55,Connection Error,Null pointer access,user73,v1.0,Makassar,Android,Warning,Chrome 110,Android 13,4225,197,79
2024-01-09 12:03:36,Connection Error,I/O error occurred,user67,v1.2,Makassar,iOS,Critical,Firefox 108,Windows 10,295,34,89
2024-01-09 12:48:17,ResourceNotFoundException,Null pointer access,user45,v2.0,Jakarta,Android,Error,Chrome 110,Windows 10,3736,39,54
2024-01-09 13:32:58,NullPointerException,Invalid input format,user20,v2.0,Jakarta,Web,Warning,Chrome 110,Windows 10,1325,47,27
2024-01-09 14:17:39,IOException,Null pointer access,user10,v1.0,Bandung,Android,Warning,Safari 16,Windows 10,876,198,92
2024-01-09 15:02:20,Timeout Exception,Resource not found,user73,v1.0,Makassar,iOS,Error,Safari 16,iOS 16,846,145,52
2024-01-09 15:47:01,NullPointerException,Invalid input format,user95,v1.2,Medan,Android,Error,Edge 109,macOS 13,548,160,34
2024-01-09 16:31:42,NullPointerException,Failed to connect to database,user99,v2.0,Makassar,iOS,Info,Firefox 108,Android 13,1378,187,53
2024-01-09 17:16:23,NullPointerException,I/O error occurred,user84,v2.0,Surabaya,Web,Debug,Chrome 110,iOS 16,4066,179,92
2024-01-09 18:01:04,Connection Error,I/O error occurred,user27,v1.2,Jakarta,iOS,Critical,Chrome 110,macOS 13,785,39,62
2024-01-09 18:45:45,NullPointerException,Invalid input format,user27,v1.1,Medan,iOS,Debug,Chrome 110,Android 13,2633,60,85
2024-01-09 19:30:27,IOException,Timeout while processing request,user50,v2.0,Medan,Android,Error,Chrome 110,iOS 16,1492,43,42
2024-01-09 20:15:08,InvalidInputException,Timeout while processing request,user32,v1.2,Surabaya,iOS,Warning,Safari 16,Windows 10,1478,45,83
2024-01-09 20:59:49,IOException,Resource not found,user66,v1.2,Makassar,Web,Info,Edge 109,iOS 16,3350,173,54
2024-01-09 21:44:30,ResourceNotFoundException,Timeout while processing request,user62,v1.0,Makassar,Web,Error,Chrome 110,macOS 13,1810,131,64
2024-01-09 22:29:11,NullPointerException,Resource not found,user70,v1.1,Surabaya,Android,Debug,Firefox 108,Windows 10,326,173,40
2024-01-09 23:13:52,Connection Error,Timeout while processing request,user90,v1.0,Medan,Android,Debug,Chrome 110,Windows 10,4930,161,39
2024-01-09 23:58:33,IOException,I/O error occurred,user26,v1.1,Jakarta,iOS,Debug,Chrome 110,Windows 10,4308,179,67
2024-01-10 00:43:14,Connection Error,Resource not found,user64,v2.0,Medan,Android,Info,Chrome 110,Windows 10,3450,20,40
2024-01-10 01:27:55,InvalidInputException,Failed to connect to database,user56,v1.0,Surabaya,Android,Debug,Safari 16,Linux,2225,91,89
2024-01-10 02:12:36,NullPointerException,Invalid input format,user32,v1.2,Makassar,iOS,Error,Firefox 108,Windows 10,4160,154,78
2024-01-10 02:57:17,IOException,Null pointer access,user4,v2.0,Jakarta,iOS,Info,Safari 16,iOS 16,3085,42,52
2024-01-10 03:41:58,Connection Error,Null pointer access,user85,v1.1,Medan,Android,Info,Firefox 108,Android 13,230,198,61
2024-01-10 04:26:40,Connection Error,I/O error occurred,user88,v1.2,Makassar,Android,Error,Chrome 110,Windows 10,1183,153,80
2024-01-10 05:11:21,IOException,Invalid input format,user10,v1.2,Medan,Web,Debug,Firefox 108,macOS 13,795,131,14
2024-01-10 05:56:02,ResourceNotFoundException,Null pointer access,user92,v1.1,Jakarta,Web,Debug,Chrome 110,macOS 13,341,17,53
2024-01-10 06:40:43,ResourceNotFoundException,Invalid input format,user91,v2.0,Jakarta,iOS,Fatal,Firefox 108,Windows 10,3915,147,40
2024-01-10 07:25:24,Connection Error,Failed to connect to database,user73,v1.0,Medan,iOS,Error,Safari 16,iOS 16,2703,184,78
2024-01-10 08:10:05,IOException,Failed to connect to database,user62,v1.1,Makassar,Web,Warning,Chrome 110,macOS 13,2688,110,60
2024-01-10 08:54:46,Connection Error,Failed to connect to database,user62,v1.2,Jakarta,Android,Critical,Firefox 108,macOS 13,3074,50,70
2024-01-10 09:39:27,Connection Error,I/O error occurred,user31,v2.0,Makassar,Android,Error,Chrome 110,iOS 16,3851,160,55
2024-01-10 10:24:08,InvalidInputException,Null pointer access,user75,v1.1,Bandung,Web,Warning,Chrome 110,macOS 13,3851,99,53
2024-01-10 11:08:49,Connection Error,Resource not found,user82,v1.1,Surabaya,Web,Info,Firefox 108,Android 13,1524,72,41
2024-01-10 11:53:30,NullPointerException,I/O error occurred,user10,v2.0,Makassar,iOS,Debug,Safari 16,macOS 13,904,33,14
2024-01-10 12:38:11,InvalidInputException,Invalid input format,user13,v2.0,Medan,Android,Critical,Firefox 108,Android 13,1378,46,92
2024-01-10 13:22:52,NullPointerException,Failed to connect to database,user80,v1.2,Surabaya,iOS,Debug,Chrome 110,macOS 13,1656,156,73
2024-01-10 14:07:34,InvalidInputException,Invalid input format,user66,v2.0,Makassar,iOS,Critical,Safari 16,macOS 13,1380,178,30
2024-01-10 14:52:15,Timeout Exception,Resource not found,user87,v2.0,Jakarta,Android,Debug,Chrome 110,Windows 10,2329,81,30
2024-01-10 15:36:56,Connection Error,Invalid input format,user66,v2.0,Jakarta,Web,Warning,Firefox 108,Windows 10,4253,105,15
2024-01-10 16:21:37,IOException,Failed to connect to database,user39,v1.2,Bandung,Web,Debug,Edge 109,Android 13,3905,176,56
2024-01-10 17:06:18,InvalidInputException,Invalid input format,user67,v1.1,Surabaya,iOS,Info,Firefox 108,Android 13,427,137,70
2024-01-10 17:50:59,ResourceNotFoundException,Timeout while processing request,user23,v1.2,Medan,Web,Critical,Chrome 110,macOS 13,1732,40,78
2024-01-10 18:35:40,IOException,Null pointer access,user46,v2.0,Surabaya,iOS,Warning,Safari 16,macOS 13,2871,165,56
2024-01-10 19:20:21,NullPointerException,I/O error occurred,user31,v2.0,Surabaya,Web,Error,Chrome 110,Windows 10,3385,65,66
2024-01-10 20:05:02,IOException,Timeout while processing request,user39,v1.1,Makassar,Web,Debug,Chrome 110,iOS 16,2004,117,62
2024-01-10 20:49:43,Connection Error,Timeout while processing request,user67,v1.2,Jakarta,iOS,Warning,Firefox 108,macOS 13,3156,16,19
2024-01-10 21:34:24,InvalidInputException,Null pointer access,user34,v1.2,Medan,Android,Critical,Safari 16,Android 13,4154,49,35
2024-01-10 22:19:05,NullPointerException,Timeout while processing request,user17,v1.0,Jakarta,Android,Debug,Firefox 108,macOS 13,4604,72,91
2024-01-10 23:03:47,InvalidInputException,Resource not found,user3,v1.0,Medan,Android,Error,Chrome 110,Android 13,2691,81,68
2024-01-10 23:48:28,NullPointerException,Timeout while processing request,user95,v1.2,Surabaya,Web,Info,Safari 16,Android 13,4318,40,38
2024-01-11 00:33:09,Timeout Exception,Null pointer access,user60,v1.1,Surabaya,iOS,Warning,Safari 16,macOS 13,3755,139,51
2024-01-11 01:17:50,NullPointerException,Resource not found,user70,v2.0,Bandung,Android,Info,Chrome 110,Windows 10,2274,175,33
2024-01-11 02:02:31,ResourceNotFoundException,Resource not found,user60,v1.1,Surabaya,Web,Warning,Firefox 108,macOS 13,2033,40,67
2024-01-11 02:47:12,Connection Error,Failed to connect to database,user18,v2.0,Medan,Android,Fatal,Firefox 108,iOS 16,4317,167,55
2024-01-11 03:31:53,ResourceNotFoundException,Invalid input format,user15,v2.0,Surabaya,Android,Debug,Firefox 108,Windows 10,4031,184,60
2024-01-11 04:16:34,Connection Error,Invalid input format,user19,v1.2,Jakarta,Web,Warning,Firefox 108,Android 13,228,13,28
2024-01-11 05:01:15,InvalidInputException,Invalid input format,user11,v1.1,Makassar,Web,Error,Edge 109,Linux,2089,25,16
2024-01-11 05:45:56,Connection Error,Resource not found,user45,v1.1,Jakarta,iOS,Fatal,Chrome 110,Windows 10,2765,145,59
2024-01-11 06:30:37,ResourceNotFoundException,Invalid input format,user67,v2.0,Medan,iOS,Warning,Firefox 108,Android 13,3055,191,39
2024-01-11 07:15:18,InvalidInputException,Timeout while processing request,user41,v1.1,Surabaya,Android,Warning,Edge 109,Windows 10,1415,86,48
2024-01-11 08:00:00,NullPointerException,Null pointer access,user12,v2.0,Bandung,iOS,Info,Firefox 108,Windows 10,1029,57,76
2024-01-11 08:44:41,Connection Error,Invalid input format,user44,v1.0,Makassar,iOS,Warning,Safari 16,Android 13,3686,63,92
2024-01-11 09:29:22,NullPointerException,Failed to connect to database,user18,v1.2,Jakarta,Web,Debug,Safari 16,macOS 13,4846,37,36
2024-01-11 10:14:03,ResourceNotFoundException,Resource not found,user47,v1.0,Bandung,Android,Warning,Edge 109,Windows 10,3545,33,30
2024-01-11 10:58:44,InvalidInputException,Resource not found,user92,v1.1,Medan,Android,Critical,Chrome 110,Linux,599,129,85
2024-01-11 11:43:25,NullPointerException,Null pointer access,user54,v1.2,Surabaya,iOS,Fatal,Chrome 110,Windows 10,3650,104,41
2024-01-11 12:28:06,InvalidInputException,Invalid input format,user56,v1.2,Jakarta,iOS,Error,Chrome 110,Linux,1691,16,48
2024-01-11 13:12:47,Connection Error,Null pointer access,user34,v1.1,Bandung,iOS,Info,Firefox 108,Windows 10,2720,149,13
2024-01-11 13:57:28,InvalidInputException,Timeout while processing request,user86,v1.1,Jakarta,Android,Debug,Edge 109,iOS 16,3346,136,32
2024-01-11 14:42:09,Connection Error,Resource not found,user92,v2.0,Bandung,iOS,Critical,Chrome 110,iOS 16,2902,64,67
2024-01-11 15:26:50,NullPointerException,Null pointer access,user61,v1.2,Jakarta,iOS,Critical,Safari 16,Windows 10,731,180,61
2024-01-11 16:11:31,NullPointerException,I/O error occurred,user39,v1.1,Bandung,Android,Fatal,Edge 109,Windows 10,4687,135,52
2024-01-11 16:56:12,NullPointerException,Invalid input format,user49,v1.0,Bandung,Android,Fatal,Chrome 110,Windows 10,3926,191,94
2024-01-11 17:40:54,Connection Error,Null pointer access,user1,v1.2,Surabaya,Web,Warning,Firefox 108,Windows 10,493,164,15
2024-01-11 18:25:35,ResourceNotFoundException,I/O error occurred,user14,v2.0,Surabaya,Android,Warning,Chrome 110,Android 13,4505,76,61
2024-01-11 19:10:16,Connection Error,Null pointer access,user63,v1.2,Surabaya,Android,Warning,Chrome 110,Android 13,2710,42,33
2024-01-11 19:54:57,ResourceNotFoundException,Failed to connect to database,user7,v2.0,Surabaya,iOS,Warning,Safari 16,iOS 16,3208,137,97
2024-01-11 20:39:38,Connection Error,Resource not found,user9,v1.2,Makassar,Web,Info,Edge 109,Windows 10,2548,50,41
2024-01-11 21:24:19,Connection Error,Null pointer access,user47,v2.0,Makassar,Web,Debug,Chrome 110,iOS 16,4133,159,39
2024-01-11 22:09:00,Connection Error,I/O error occurred,user16,v1.2,Surabaya,iOS,Debug,Chrome 110,Android 13,3913,132,29
2024-01-11 22:53:41,Connection Error,Resource not found,user82,v1.2,Jakarta,Android,Error,Chrome 110,iOS 16,4996,117,57
2024-01-11 23:38:22,InvalidInputException,Timeout while processing request,user9,v1.0,Surabaya,Web,Error,Firefox 108,iOS 16,1122,199,95
2024-01-12 00:23:03,ResourceNotFoundException,Failed to connect to database,user78,v2.0,Bandung,Web,Error,Chrome 110,Windows 10,1587,181,90
2024-01-12 01:07:44,NullPointerException,I/O error occurred,user94,v1.0,Bandung,Android,Info,Chrome 110,Android 13,3649,153,86
2024-01-12 01:52:25,ResourceNotFoundException,Failed to connect to database,user77,v1.0,Surabaya,iOS,Error,Chrome 110,Windows 10,902,14,58
2024-01-12 02:37:07,InvalidInputException,I/O error occurred,user73,v1.2,Makassar,Android,Fatal,Safari 16,iOS 16,4975,28,46
2024-01-12 03:21:48,Connection Error,Invalid input format,user53,v1.0,Bandung,Web,Warning,Chrome 110,Windows 10,1181,13,78
2024-01-12 04:06:29,Connection Error,Failed to connect to database,user52,v2.0,Medan,Web,Fatal,Safari 16,iOS 16,2893,22,35
2024-01-12 04:51:10,Connection Error,Resource not found,user41,v2.0,Surabaya,Web,Critical,Safari 16,Windows 10,2682,101,30
2024-01-12 05:35:51,IOException,Null pointer access,user33,v2.0,Surabaya,Android,Info,Edge 109,Android 13,2681,175,24
2024-01-12 06:20:32,InvalidInputException,I/O error occurred,user63,v1.0,Medan,iOS,Info,Safari 16,Android 13,4814,179,85
2024-01-12 07:05:13,ResourceNotFoundException,Null pointer access,user90,v1.1,Jakarta,Web,Error,Firefox 108,iOS 16,3998,68,62
2024-01-12 07:49:54,IOException,I/O error occurred,user57,v1.0,Surabaya,iOS,Info,Chrome 110,Windows 10,2967,94,74
2024-01-12 08:34:35,ResourceNotFoundException,Failed to connect to database,user39,v1.0,Medan,iOS,Info,Chrome 110,macOS 13,4737,117,38
2024-01-12 09:19:16,ResourceNotFoundException,Invalid input format,user80,v1.0,Medan,iOS,Warning,Safari 16,Windows 10,4382,95,73
2024-01-12 10:03:57,Connection Error,Timeout while processing request,user71,v1.2,Makassar,Web,Fatal,Firefox 108,macOS 13,1995,191,59
2024-01-12 10:48:38,InvalidInputException,Failed to connect to database,user68,v1.2,Surabaya,iOS,Warning,Edge 109,iOS 16,1335,36,94
2024-01-12 11:33:20,Connection Error,Timeout while processing request,user46,v1.2,Medan,Web,Info,Chrome 110,Windows 10,935,139,14
2024-01-12 12:18:01,Connection Error,Resource not found,user78,v1.2,Jakarta,Web,Debug,Firefox 108,Android 13,1663,118,69
2024-01-12 13:02:42,ResourceNotFoundException,I/O error occurred,user92,v2.0,Surabaya,Web,Debug,Chrome 110,macOS 13,4803,135,22
2024-01-12 13:47:23,Connection Error,I/O error occurred,user66,v1.0,Medan,iOS,Info,Firefox 108,Windows 10,2456,152,73
2024-01-12 14:32:04,IOException,Failed to connect to database,user98,v1.1,Surabaya,Android,Critical,Chrome 110,macOS 13,3333,196,16
2024-01-12 15:16:45,NullPointerException,Failed to connect to database,user5,v1.1,Makassar,iOS,Error,Chrome 110,Android 13,3842,176,10
2024-01-12 16:01:26,ResourceNotFoundException,I/O error occurred,user96,v1.1,Surabaya,iOS,Info,Edge 109,Android 13,2094,49,41
2024-01-12 16:46:07,IOException,Invalid input format,user100,v2.0,Jakarta,Android,Critical,Edge 109,Windows 10,2338,85,38
2024-01-12 17:30:48,ResourceNotFoundException,Invalid input format,user16,v1.1,Makassar,Android,Info,Firefox 108,macOS 13,1198,137,23
2024-01-12 18:15:29,Connection Error,Null pointer access,user4,v2.0,Medan,iOS,Fatal,Chrome 110,macOS 13,1223,94,61
2024-01-12 19:00:10,ResourceNotFoundException,Timeout while processing request,user67,v2.0,Medan,Android,Warning,Chrome 110,Windows 10,3127,58,65
2024-01-12 19:44:51,ResourceNotFoundException,Null pointer access,user73,v1.0,Jakarta,iOS,Info,Safari 16,Windows 10,1269,125,16
2024-01-12 20:29:32,NullPointerException,Failed to connect to database,user67,v1.0,Surabaya,iOS,Warning,Firefox 108,iOS 16,668,150,34
2024-01-12 21:14:14,ResourceNotFoundException,I/O error occurred,user42,v1.2,Makassar,iOS,Warning,Chrome 110,Android 13,3845,40,26
2024-01-12 21:58:55,InvalidInputException,I/O error occurred,user26,v1.2,Medan,iOS,Error,Safari 16,Linux,211,119,28
2024-01-12 22:43:36,Connection Error,I/O error occurred,user98,v2.0,Surabaya,Web,Debug,Edge 109,Android 13,1810,33,70
2024-01-12 23:28:17,NullPointerException,Resource not found,user5,v1.2,Surabaya,Android,Debug,Safari 16,iOS 16,4855,103,36
2024-01-13 00:12:58,NullPointerException,Timeout while processing request,user14,v1.2,Medan,Android,Debug,Edge 109,macOS 13,4231,36,61
2024-01-13 00:57:39,ResourceNotFoundException,Null pointer access,user57,v1.2,Surabaya,Android,Error,Chrome 110,Windows 10,374,24,30
2024-01-13 01:42:20,Connection Error,Resource not found,user60,v2.0,Bandung,Web,Info,Firefox 108,Android 13,342,17,94
2024-01-13 02:27:01,ResourceNotFoundException,I/O error occurred,user95,v1.0,Jakarta,Web,Info,Firefox 108,macOS 13,2520,77,27
2024-01-13 03:11:42,Connection Error,Invalid input format,user82,v1.2,Surabaya,Android,Critical,Chrome 110,Windows 10,2115,77,71
2024-01-13 03:56:23,Connection Error,Resource not found,user94,v2.0,Makassar,iOS,Info,Firefox 108,macOS 13,4436,79,78
2024-01-13 04:41:04,ResourceNotFoundException,Resource not found,user70,v1.1,Surabaya,Android,Critical,Chrome 110,iOS 16,3145,124,17
2024-01-13 05:25:45,ResourceNotFoundException,Resource not found,user21,v1.0,Bandung,Android,Error,Chrome 110,macOS 13,1983,116,42
2024-01-13 06:10:27,Connection Error,I/O error occurred,user37,v1.0,Jakarta,Android,Error,Safari 16,Windows 10,4183,151,68
2024-01-13 06:55:08,Connection Error,I/O error occurred,user85,v1.2,Medan,Web,Fatal,Chrome 110,Android 13,2227,185,65
2024-01-13 07:39:49,Timeout Exception,Failed to connect to database,user54,v1.0,Medan,Android,Info,Safari 16,macOS 13,1529,126,40
2024-01-13 08:24:30,NullPointerException,Resource not found,user5,v1.1,Makassar,iOS,Critical,Safari 16,macOS 13,4394,22,10
2024-01-13 09:09:11,Connection Error,Timeout while processing request,user20,v1.2,Jakarta,iOS,Debug,Chrome 110,Android 13,4013,69,41
2024-01-13 09:53:52,Timeout Exception,Null pointer access,user82,v1.0,Bandung,iOS,Info,Chrome 110,iOS 16,1249,71,52
2024-01-13 10:38:33,NullPointerException,Failed to connect to database,user82,v1.1,Surabaya,Web,Debug,Chrome 110,iOS 16,3655,20,64
2024-01-13 11:23:14,NullPointerException,Resource not found,user25,v1.0,Bandung,Android,Debug,Safari 16,iOS 16,4126,152,36
2024-01-13 12:07:55,NullPointerException,Null pointer access,user56,v1.0,Medan,Android,Critical,Chrome 110,macOS 13,2108,131,33
2024-01-13 12:52:36,InvalidInputException,Timeout while processing request,user75,v1.0,Jakarta,Web,Debug,Chrome 110,Android 13,4619,198,51
2024-01-13 13:37:17,InvalidInputException,Null pointer access,user5,v2.0,Bandung,Web,Info,Chrome 110,macOS 13,2114,67,41
2024-01-13 14:21:58,Connection Error,Null pointer access,user94,v1.1,Makassar,Android,Critical,Firefox 108,Windows 10,2380,196,32
2024-01-13 15:06:40,NullPointerException,Resource not found,user52,v2.0,Surabaya,Web,Warning,Firefox 108,Windows 10,488,195,80
2024-01-13 15:51:21,NullPointerException,Timeout while processing request,user40,v1.2,Bandung,Android,Debug,Safari 16,macOS 13,4611,105,87
2024-01-13 16:36:02,ResourceNotFoundException,Resource not found,user91,v1.0,Makassar,Web,Critical,Safari 16,macOS 13,3230,116,15
